,matched_merk,matched_handelsbenaming,symptoom,count_sleuteltijd_incident_merk,average_sleuteltijd_incident_merk,suggestie
326315,VOLKSWAGEN,PASSAT,Multiriem / V-snaar,30.0,23.866666666666667,26.54350216326747
326479,TOYOTA,IQ,Lekke band,35.0,20.714285714285715,22.205245869646667
326553,ALFA,ROMEO 147,Sleutel in voertuig,94.0,11.914893617021276,13.06036004712063
326589,AUDI,A2,Elektronica,32.0,29.34375,32.13120705521671
326609,DODGE,CALIBER,Lekke band,99.0,18.525252525252526,19.86575370530763
326689,CHEVROLET,TRANSSPORT,Accu,132.0,16.575757575757574,18.326134753312676
327747,VOLVO,940,Dynamo,26.0,28.96153846153846,31.33873542111404
327766,PEUGEOT,807,Controlelampjes / dashboardmeldingen,34.0,23.88235294117647,25.651699779785034
327914,PEUGEOT,306,Koelprobleem,145.0,28.16551724137931,30.695463744834438
328054,TOYOTA,STARLET,Lekkage,73.0,29.17808219178082,31.598482786950118
328561,PEUGEOT,107,Koelprobleem,163.0,25.993865030674847,28.614747883016534
328604,MG,ROVER ROVER 75,Bijgeluiden,35.0,25.914285714285715,28.39626022644163
328767,CHEVROLET,VOLT,Sleutel in voertuig,32.0,15.3125,16.54675160163114
328845,DACIA,SANDERO,Lekkage,66.0,26.151515151515152,28.59839985563277
328858,OPEL,SIGNUM,Afgeslagen tijdens rijden,49.0,23.122448979591837,25.032283556785604
329643,VOLKSWAGEN,JETTA,Elektronica,47.0,26.97872340425532,29.8248574002935
329888,HYUNDAI,SANTA FE,Koelprobleem,43.0,23.953488372093023,25.992908848698736
330744,AUDI,A5,Koppeling,39.0,19.897435897435898,22.53572067332808
330758,CHRYSLER,PT CRUISER,Remmen,74.0,29.2972972972973,31.584554546450967
330816,PEUGEOT,BIPPER,Lekke band,47.0,19.914893617021278,21.6534733748892
331238,SUZUKI,JIMMY,Start niet,209.0,16.502392344497608,18.41809240493711
331603,HONDA,CIVIC,Stuurinrichting,120.0,28.116666666666667,30.849463507163335
332290,SMART,FORTWO,Carrosserie,69.0,22.27536231884058,24.708481784152713
333216,VOLKSWAGEN,FOX,Uitlaat,34.0,14.441176470588236,16.256336559873095
333223,LAND,ROVER DEFENDER,Koppeling,59.0,25.661016949152543,27.943474251797785
333763,FORD,B-MAX,Sleutel in voertuig,28.0,26.25,27.653344220068618
333769,PORSCHE,CAYENNE / CAYENNE S,Lekkage,31.0,30.548387096774192,33.44144051220159
334053,LAND,ROVER FREELANDER,Controlelampjes / dashboardmeldingen,44.0,24.022727272727273,26.741554775814468
334869,JAGUAR,XE,Stottert / verliest vermogen,31.0,29.70967741935484,32.4557273683872
335414,VOLVO,940,Koppeling,75.0,21.133333333333333,22.799713939414765
335889,MAZDA,CX 5,Carrosserie,40.0,28.075,31.30688219154102
336105,VOLKSWAGEN,LT,Start niet,42.0,23.80952380952381,26.38516350882711
336691,KIA,CARENS,Carrosserie,69.0,19.47826086956522,22.165314228632674
339321,NISSAN,PIXO,Carrosserie,29.0,19.20689655172414,21.077983601748393
339430,HONDA,CR-V,Carrosserie,59.0,20.64406779661017,22.843986768605063
341455,MITSUBISHI,ASX,Lekke band,82.0,20.646341463414632,22.285340472162808
341824,DAIHATSU,CHARADE,Sleutel in voertuig,30.0,17.666666666666668,19.426270854133758
341896,BMW,X4,Lekke band - geen reserve,45.0,21.57777777777778,23.43991242772806
342878,RENAULT,KANGOO,Verkeerde brandstof,39.0,53.58974358974359,57.0269713117538
342990,FORD,ESCORT,Start niet,34.0,20.5,22.39457958876945
343600,MAZDA,TRIBUTE,Afgeslagen tijdens rijden,34.0,17.941176470588236,19.47930158806254
343647,PEUGEOT,306,Remmen,39.0,26.28205128205128,28.78445902948433
343659,PEUGEOT,407,Sleutel in voertuig,37.0,17.62162162162162,19.875327278798082
343672,VOLVO,S70,Sloten,37.0,25.62162162162162,28.778825952859812
343930,HONDA,FR-V,Lekke band,107.0,16.55140186915888,17.97267061546724
343999,FORD,TRANSIT,Lekke band - geen reserve,114.0,21.271929824561404,23.452978182023323
344445,VOLKSWAGEN,PHAETON ,Start niet,27.0,27.333333333333332,30.188793689590067
344465,OPEL,OMEGA,Stottert / verliest vermogen,56.0,26.232142857142858,28.603332041782213
344495,NISSAN,NOTE,Remmen,27.0,20.37037037037037,22.713130631478116
344990,KIA,NIRO,Elektronica,39.0,23.974358974358974,26.71603020439427
345612,PEUGEOT,607,Koelprobleem,33.0,28.151515151515152,30.859088179993876
345654,PEUGEOT,PARTNER,Sloten,64.0,19.78125,22.25099098555178
345791,VOLVO,C30,Stuurinrichting,44.0,25.0,27.87422385883523
345798,HYUNDAI,MATRIX,Koppeling,100.0,23.64,25.90480181753885
345853,HONDA,ACCORD,Bijgeluiden,48.0,23.666666666666668,26.25575999355142
346039,VOLVO,850,Sleutel in voertuig,36.0,12.555555555555555,13.684018479815174
346264,NISSAN,X-TRAIL,Carrosserie,45.0,25.844444444444445,28.03851185867351
346356,OPEL,COMBO,Lekkage,53.0,25.39622641509434,27.680454457642377
346375,SUBARU,IMPREZA,Lekke band - geen reserve,32.0,21.125,23.179842824222344
346593,CHEVROLET,SS,Stottert / verliest vermogen,111.0,24.414414414414413,26.82957689921949
346621,DACIA,DUSTER,Verlichting,80.0,20.275,22.140726434014987
346726,FIAT,FIORINO,Lekke band - geen reserve,33.0,22.606060606060606,23.93079256865805
347584,HYUNDAI,IX35,Afgeslagen tijdens rijden,79.0,25.367088607594937,27.81388917338762
347713,BMW,X2,Lekke band - geen reserve,128.0,21.234375,23.423551663401717
347911,RENAULT,MASTER,Accu,107.0,16.66355140186916,18.605801304750017
347980,SUZUKI,GRAND VITARA,Carrosserie,56.0,24.232142857142858,26.319636344184566
348447,JAGUAR,XJ,Carrosserie,65.0,24.523076923076925,26.89894796780007
348456,HYUNDAI,ACCENT,Controlelampjes / dashboardmeldingen,40.0,24.125,26.665408999475357
348556,NISSAN,PRIMERA,Verlichting,67.0,22.582089552238806,25.191576081371675
349298,SUZUKI,GRAND VITARA,Koppeling,35.0,25.37142857142857,27.61172698342415
349404,VOLKSWAGEN,ARTEON,Start niet,30.0,18.133333333333333,19.713795945660976
349535,ALFA,ROMEO GT,Versnellingsbak,52.0,26.403846153846153,28.74376689446926
350359,CITROEN,XM,Anders,28.0,24.535714285714285,27.918386341662842
350361,CITROEN,XM,Afgeslagen tijdens rijden,31.0,22.806451612903224,25.281957426319558
351169,CHRYSLER,NEON,Sloten,35.0,22.485714285714284,25.298169327371756
351256,OPEL,KARL,Ruitenwisser / motor,34.0,21.58823529411765,23.66509403895065
351942,MITSUBISHI,SPACE STAR,Elektronica,65.0,21.2,23.598417446984573
352453,NISSAN,PIXO,Stottert / verliest vermogen,92.0,21.804347826086957,23.745545940511597
352970,TOYOTA,C-HR,Verkeerde brandstof,31.0,60.96774193548387,65.11861242327937
352987,MG,Z,Lekkage,44.0,33.34090909090909,36.690006307625715
353010,MAZDA,323,Lekkage,38.0,26.263157894736842,28.60251440982687
353745,VOLKSWAGEN,CADDY,Verlichting,43.0,26.953488372093023,30.144875243989464
353860,TOYOTA,RAV4,Carrosserie,76.0,25.17105263157895,27.71515028983361
354129,HYUNDAI,MATRIX,Elektronica,60.0,20.683333333333334,22.449431805548098
354640,ABARTH,500,Accu,29.0,18.517241379310345,20.502211071724552
354892,OPEL,MOKKA,Koppeling,75.0,18.76,20.58280152660826
354917,LEXUS,CT 200 H,Anders,42.0,18.142857142857142,20.057089551496624
355414,BMW,5 SERIES,Verlichting,1998.0,27.91891891891892,30.314287662318357
356252,CHRYSLER,VOYAGER,Sleutel in voertuig,66.0,11.43939393939394,12.456446963157624
356255,CHRYSLER,VOYAGER,Koppeling,30.0,22.566666666666666,24.65097379540191
356527,DODGE,STRATUS,Accu,56.0,18.053571428571427,20.386396029111108
356855,OPEL,AGILA,Sleutel verloren / gestolen,28.0,18.535714285714285,21.245106020297634
357515,VOLKSWAGEN,CRAFTER,Stottert / verliest vermogen,38.0,28.394736842105264,31.029428866344322
358105,VOLKSWAGEN,TOUAREG,Bijgeluiden,52.0,26.78846153846154,29.460264719801625
358154,PEUGEOT,3008,Slaat niet aan,33.0,31.87878787878788,35.05230668145931
358159,ALFA,ROMEO 4C,Geen brandstof,37.0,13.783783783783784,15.310682247637526
358179,HYUNDAI,TUCSON,Koelprobleem,100.0,25.82,28.23664493198168
358391,FIAT,SEICENTO,Versnellingsbak,73.0,18.561643835616437,20.32232309043719
358406,OPEL,TIGRA TWIN TOP,Bijgeluiden,27.0,19.85185185185185,22.550474482484763
359689,FIAT,PUNTO,Sleutel verloren / gestolen,38.0,19.5,21.479788072196317
359712,CHEVROLET,SPARK,Lekkage,112.0,25.758928571428573,28.219337694932083
359750,CITROEN,C4,Vering / Wielophanging,26.0,30.076923076923077,33.07509944572821
359826,OPEL,VIVARO-E,Anders,39.0,19.307692307692307,21.336607775549087
362194,NISSAN,PRIMERA,Sloten,56.0,19.107142857142858,21.21233356633714
362195,NISSAN,PRIMERA,Bijgeluiden,70.0,23.514285714285716,25.615487677315684
362211,LANCIA,VOYAGER,Start niet,50.0,18.88,20.672238367892767
362954,HYUNDAI,ATOS,Ruitenwisser / motor,63.0,18.26984126984127,20.493429207830758
362990,RENAULT,KOLEOS,Accu,83.0,16.46987951807229,18.243673098890625
363719,TOYOTA,VERSO,Afgeslagen tijdens rijden,63.0,19.793650793650794,22.120898728295654
364433,CHRYSLER,SEBRING,Koelprobleem,26.0,30.076923076923077,32.56418292230746
364453,AUDI,S6,Start niet,40.0,26.1,28.822301062873663
364478,DACIA,LOGAN,Geen brandstof,39.0,15.384615384615385,17.260520024682005
365201,FORD,KUGA,Verlichting,31.0,23.06451612903226,25.482863338555006
365333,VOLKSWAGEN,CC,Versnellingsbak,107.0,27.878504672897197,30.60399054375292
365353,MAZDA,DEMIO,Sleutel in voertuig,176.0,10.784090909090908,11.887165567171087
366098,VOLVO,XC60,Sleutel in voertuig,38.0,21.0,23.490766733140404
366719,VOLVO,C30,Carrosserie,113.0,21.991150442477878,24.307016334391733
366965,FORD,STREET KA (CONVERTIBLE),Sleutel in voertuig,35.0,24.914285714285715,27.167921432315545
367597,KIA,VENGA,Controlelampjes / dashboardmeldingen,35.0,21.885714285714286,23.437655331116257
368147,DACIA,DUSTER,Remmen,33.0,20.696969696969695,23.665512153829933
368166,CITROEN,C3,Sleutel verloren / gestolen,33.0,17.333333333333332,18.960879415630234
368253,SUZUKI,IGNIS,Sleutel in voertuig,48.0,11.791666666666666,13.163636247931095
368434,HONDA,PRELUDE,Start niet,36.0,23.88888888888889,26.669536295519222
368549,OPEL,AMPERA,Carrosserie,58.0,17.5,19.78891780910589
370027,SAAB,9-5,Stuurinrichting,173.0,26.99421965317919,29.57529722914476
370317,CHRYSLER,200,Lekke band,58.0,19.896551724137932,21.645767260006966
370869,NISSAN,PRIMERA,Carrosserie,84.0,22.321428571428573,24.600596227951552
370899,RENAULT,TWINGO,Vering / Wielophanging,26.0,25.653846153846153,28.082528132584034
370955,KIA,SORENTO,Sleutel in voertuig,44.0,15.136363636363637,16.756631995625575
370990,DAIHATSU,GINO,Koelprobleem,35.0,25.571428571428573,27.801720408985325
371241,BMW,X1,Ruitenwisser / motor,57.0,30.43859649122807,33.00571615798664
371452,VOLVO,XC60,Bijgeluiden,203.0,23.36945812807882,25.489184011030616
372198,LANCIA,DELTA,Lekke band - geen reserve,53.0,22.735849056603772,25.38180675894038
372204,HYUNDAI,I30,Versnellingsbak,30.0,21.733333333333334,24.070750121452072
375421,TOYOTA,RAV4,Sloten,57.0,17.63157894736842,19.895221796266725
375596,BMW,1 SERIES,Koppeling,386.0,22.134715025906736,25.316392433464802
377174,SUZUKI,IGNIS,Verlichting,61.0,19.688524590163933,22.040152906396095
377629,SUBARU,IMPREZA,Afgeslagen tijdens rijden,56.0,24.571428571428573,27.144801213166794
378521,DODGE,RAM,Lekke band - geen reserve,64.0,16.453125,18.2429633182168
378544,CHRYSLER,CROSSFIRE,Afgeslagen tijdens rijden,29.0,28.82758620689655,31.59956399133827
379949,TOYOTA,STARLET,Controlelampjes / dashboardmeldingen,41.0,22.51219512195122,25.0608981637201
379996,AUDI,A3,Ruitenwisser / motor,75.0,22.04,24.32798211578722
380329,LANCIA,PHEDRA,Start niet,42.0,19.047619047619047,20.81530222985296
380511,FORD,FUSION,Stuurinrichting,55.0,22.545454545454547,24.76521770508408
381127,MAZDA,DEMIO,Slaat niet aan,27.0,28.666666666666668,32.34254960612698
382109,PEUGEOT,407,Verkeerde brandstof,28.0,46.285714285714285,49.19571346751748
383557,SUZUKI,SWIFT,Raammechaniek,80.0,20.4375,22.571382682021884
384521,SUZUKI,IGNIS,Carrosserie,74.0,23.83783783783784,25.997322226500945
384700,MAZDA,3,Slaat niet aan,31.0,21.612903225806452,24.29860911607669
385378,OPEL,CROSSLAND X,Bijgeluiden,26.0,19.23076923076923,20.78632503052501
385470,RENAULT,KADJAR,Verkeerde brandstof,75.0,52.38666666666666,55.13730590441054
386092,RENAULT,ESPACE,Geen brandstof,49.0,16.428571428571427,18.30881409907968
386128,KIA,C´EED,Stuurinrichting,33.0,23.21212121212121,25.228686135675396
386243,VOLKSWAGEN,BEETLE,Lekke band - geen reserve,76.0,19.86842105263158,21.80388101428356
386310,CHEVROLET,VOLT,Lekke band,36.0,22.166666666666668,24.029326055819713
386928,AUDI,Q2,Lekke band,31.0,23.483870967741936,25.886017185525713
386944,CHRYSLER,PT CRUISER,Carrosserie,50.0,22.02,24.98342345462618
387103,BMW,6 SERIES COUPÉ,Start niet,143.0,32.59440559440559,35.55593201290496
387426,FIAT,SEICENTO,Sloten,29.0,18.24137931034483,20.79662239885506
388350,NISSAN,PIXO,Versnellingsbak,55.0,18.927272727272726,20.913444620105466
388643,SUZUKI,SWIFT,Dynamo,44.0,26.931818181818183,29.745397784335946
388971,FORD,KUGA,Carrosserie,60.0,18.783333333333335,20.621299808194035
389011,FIAT,CINQUECENTO,Accu,65.0,20.4,22.57932759125378
389480,NISSAN,PRIMERA,Lekkage,34.0,24.176470588235293,26.174470925470896
389655,ALFA,ROMEO 4C,Elektronica,84.0,24.035714285714285,26.643002701475076
389663,SUBARU,G3X JUSTY,Accu,38.0,19.657894736842106,21.577019214943164
389705,OPEL,MERIVA,Verkeerde brandstof,32.0,51.375,55.24806142976195
390773,PEUGEOT,3008,Elektronica,106.0,30.10377358490566,33.057410271526045
392370,SKODA,OCTAVIA,Ruitenwisser / motor,41.0,26.926829268292682,29.619191432710807
394129,TOYOTA,YARIS,Sleutel verloren / gestolen,51.0,15.019607843137255,16.452242191626286
394197,SEAT,ARONA,Lekke band,33.0,20.636363636363637,22.34572954750783
394213,MAZDA,CX 7,Accu,57.0,14.508771929824562,15.850149994645198
397075,TOYOTA,LANDCRUISER / V8,Sloten,35.0,35.714285714285715,38.7699252174191
397259,RENAULT,MASTER,Lekke band,33.0,21.818181818181817,23.270770612213166
398369,AUDI,Q3,Controlelampjes / dashboardmeldingen,31.0,22.0,23.59263931886664
398475,CHRYSLER,STRATUS,Accu,69.0,16.115942028985508,17.999926895427407
398477,CHRYSLER,STRATUS,Start niet,34.0,18.08823529411765,20.193866590209208
398632,CITROEN,C5,Sleutel in voertuig,46.0,18.565217391304348,21.175706267724443
398975,TOYOTA,LANDCRUISER / V8,Afgeslagen tijdens rijden,50.0,26.8,29.266427640560828
399026,BMW,2 SERIES COUPÉ,Raammechaniek,117.0,34.888888888888886,37.864269189125224
400837,MAZDA,TRIBUTE,Accu,61.0,16.37704918032787,18.144709484464293
401937,NISSAN,JUKE,Versnellingsbak,26.0,28.26923076923077,30.6551485897254
402251,CHEVROLET,MATIZ,Raammechaniek,36.0,19.38888888888889,21.25250672218289
402304,VOLKSWAGEN,TIGUAN,Elektronica,85.0,31.11764705882353,34.507843937169916
402405,SUZUKI,VITARA,Lekke band,30.0,18.4,19.657830644814506
402534,PEUGEOT,5008,Koppeling,64.0,22.375,24.771947463516284
403156,AUDI,A8,Koelprobleem,39.0,24.974358974358974,27.866939879277275
403424,VOLVO,V50,Geen brandstof,45.0,19.08888888888889,21.427337286671253
404159,FORD,MUSTANG,Afgeslagen tijdens rijden,30.0,27.833333333333332,30.97928722080037
404166,HYUNDAI,SANTA FE,Sloten,28.0,18.214285714285715,20.01722643380348
404717,SUZUKI,WAGON R+,Geen brandstof,38.0,13.447368421052632,14.645693621454216
404761,SEAT,ALHAMBRA,Controlelampjes / dashboardmeldingen,96.0,26.520833333333332,28.88172982340699
404786,MINI,MINI COUPÉ / ROADSTER,Sleutel in voertuig,72.0,20.75,23.347679761026185
408016,VOLVO,940,Geen brandstof,28.0,13.214285714285714,15.30288857379776
408148,PEUGEOT,108,Verkeerde brandstof,97.0,52.896907216494846,56.095306562462866
408515,MINI,MINI COOPER,Remmen,34.0,21.058823529411764,22.963342501060243
408578,SMART,FORTWO,Bijgeluiden,72.0,29.34722222222222,31.899912566341097
409190,BMW,5 SERIES,Geen brandstof,4375.0,17.477714285714285,19.447715091450963
410258,FIAT,PANDA OLD,Slaat niet aan,37.0,23.243243243243242,26.29864939574683
410430,MAZDA,CX 3,Lekke band - geen reserve,135.0,19.62962962962963,21.203882196493858
412572,SEAT,ATECA,Stottert / verliest vermogen,29.0,23.17241379310345,25.86945650853585
412591,TOYOTA,C-HR,Elektronica,28.0,20.0,21.613484841370795
412802,PEUGEOT,306,Ruitenwisser / motor,31.0,16.096774193548388,17.604929443535774
413063,HONDA,JAZZ,Lekkage,41.0,24.78048780487805,26.969540389790573
413726,PEUGEOT,1007,Koppeling,31.0,21.70967741935484,24.292755103548764
413740,VOLKSWAGEN,T-ROC,Sleutel in voertuig,40.0,16.95,18.887668106851038
414168,SMART,ROADSTER,Start niet,107.0,26.897196261682243,29.618724786268988
414222,ALFA,ROMEO GIULIA,Verkeerde brandstof,31.0,47.67741935483871,51.0771370850571
414512,NISSAN,PRIMERA,Koelprobleem,37.0,23.027027027027028,25.221761204121854
414558,OPEL,KARL,Elektronica,47.0,20.148936170212767,21.88755782914132
414627,HYUNDAI,ACCENT,Koppeling,43.0,19.302325581395348,21.35890080762209
414635,CHEVROLET,TAHOE,Start niet,37.0,26.405405405405407,29.552121840727207
414637,CHEVROLET,TAHOE,Accu,42.0,19.023809523809526,21.434643628458655
416375,SAAB,9000,Sleutel in voertuig,29.0,19.96551724137931,22.254284253003153
416380,BMW,Z1,Carrosserie,49.0,26.693877551020407,29.44328727431205
416620,MAZDA,3,Versnellingsbak,31.0,18.29032258064516,19.817178933607234
417674,LANCIA,MUSA,Lekke band - geen reserve,26.0,19.846153846153847,21.670830846021538
417795,FORD,COUGAR,Start niet,37.0,22.81081081081081,25.057151679267175
418842,OPEL,TIGRA TWIN TOP,Controlelampjes / dashboardmeldingen,43.0,24.25581395348837,26.453075160225346
420285,TOYOTA,PRIUS,Carrosserie onderzijde,58.0,19.03448275862069,21.537054938121535
421131,CHRYSLER,VOYAGER,Carrosserie,45.0,27.08888888888889,29.670541812537188
421536,PORSCHE,CAYMAN,Afgeslagen tijdens rijden,27.0,30.88888888888889,33.742328109306136
421760,CHEVROLET,LACETTI,Verlichting,27.0,28.333333333333332,31.74347093488821
421794,KIA,NIRO,Stottert / verliest vermogen,32.0,23.9375,25.71842208356849
422250,VOLKSWAGEN,BORA,Lekkage,121.0,25.28099173553719,27.400917129905103
422277,HYUNDAI,I20,Sleutel in voertuig,29.0,15.931034482758621,17.419704749325927
422376,FIAT,500,Verkeerde brandstof,91.0,48.494505494505496,52.1057638365778
422627,SKODA,RAPID,Anders,36.0,24.055555555555557,26.578804594847103
422922,LAND,ROVER RANGE ROVER SPORT,Sloten,33.0,23.242424242424242,25.55500102247639
422926,LAND,ROVER RANGE ROVER SPORT,Verkeerde brandstof,55.0,54.945454545454545,58.23526434008531
423053,HONDA,FR-V,Remmen,38.0,31.42105263157895,33.87656722537419
424796,SUZUKI,SPLASH,Carrosserie,37.0,17.2972972972973,18.62435459865285
424954,FIAT,SCUDO,Start niet,84.0,20.892857142857142,23.47618133824009
425028,JEEP,RENEGADE,Afgeslagen tijdens rijden,27.0,27.444444444444443,29.96245648083041
426243,TOYOTA,MR2,Accu,113.0,16.5929203539823,18.674533465949562
427732,FIAT,500 ABARTH,Stottert / verliest vermogen,26.0,30.5,33.59574708269264
428075,BMW,X3,Lekkage,59.0,29.0,31.492142825375176
428076,BMW,X3,Carrosserie,54.0,30.37037037037037,33.086407068559836
429050,HYUNDAI,GETZ,Koppeling,131.0,18.419847328244273,20.131825354099156
429994,SUZUKI,BALENO,Bijgeluiden,30.0,24.166666666666668,26.783513611184915
430120,VOLKSWAGEN,FOX,Koppeling,125.0,21.664,23.51557404702402
430146,HONDA,INSIGHT,Elektronica,58.0,31.413793103448278,34.70241397293604
430827,LANCIA,LYBRA,Start niet,52.0,23.865384615384617,26.30187718478104
431814,CITROEN,AX,Lekke band,29.0,19.17241379310345,20.297820123664547
431931,BMW,3 SERIES,Sleutel verloren / gestolen,2550.0,24.7,27.39445209404305
433197,FORD,B-MAX,Versnellingsbak,64.0,21.21875,23.018049218743627
433299,HYUNDAI,I10,Stuurinrichting,27.0,19.444444444444443,21.21552625204983
433301,TOYOTA,AYGO,Sleutel verloren / gestolen,46.0,16.0,17.585559838038286
433873,VOLVO,S80,Versnellingsbak,76.0,26.75,29.384554041958523
435604,BMW,X7,Controlelampjes / dashboardmeldingen,56.0,27.767857142857142,30.277346762152398
436207,SKODA,SUPERB,Koppeling,39.0,21.897435897435898,24.268343836062215
437754,MITSUBISHI,CARISMA,Sleutel in voertuig,46.0,11.23913043478261,12.393766647019476
437798,FORD,S-MAX,Stuurinrichting,39.0,24.76923076923077,26.69769326856438
439241,AUDI,S3,Stottert / verliest vermogen,26.0,29.846153846153847,32.13902238879779
439795,AUDI,A1,Carrosserie,104.0,18.701923076923077,20.75019867500328
440251,CITROEN,C–CROSSER,Accu,55.0,19.381818181818183,22.36601138784709
440879,NISSAN,ALMERA,Raammechaniek,27.0,20.11111111111111,22.176764295196733
442703,MINI,MINI COOPER,Koppeling,44.0,25.772727272727273,28.166366438654258
443166,SUBARU,JUSTY,Afgeslagen tijdens rijden,32.0,23.84375,26.19088223698692
444059,JAGUAR,X-TYPE,Bijgeluiden,40.0,26.3,28.645339076682813
444870,CITROEN,C5,Geen brandstof,31.0,10.870967741935484,12.072055958190147
445087,LEXUS,RX 400 H,Sloten,32.0,16.4375,17.84459248956618
445408,DAIHATSU,CUORE,Verkeerde brandstof,33.0,48.93939393939394,51.92646123403718
445734,NISSAN,350 Z,Start niet,33.0,18.96969696969697,21.188063613915595
446479,LAND,ROVER RANGE ROVER SPORT,Koelprobleem,27.0,28.814814814814813,31.99789307013421
446588,KIA,MAGENTIS,Start niet,33.0,22.181818181818183,24.076386524355726
447249,SAAB,9-5,Sleutel in voertuig,72.0,20.86111111111111,23.529387840430118
447505,SEAT,CORDOBA,Versnellingsbak,54.0,22.185185185185187,24.231550270621575
447579,KIA,CARENS,Versnellingsbak,49.0,20.857142857142858,23.071019547475903
449633,PEUGEOT,208,Raammechaniek,30.0,24.766666666666666,27.926302994495856
450744,SEAT,ALHAMBRA,Carrosserie,68.0,20.720588235294116,23.221433022324042
450861,LEXUS,IS,Afgeslagen tijdens rijden,56.0,29.482142857142858,32.071068918147816
452020,FORD,B-MAX,Remmen,35.0,21.542857142857144,23.277456847242505
452959,VOLVO,XC90,Koppeling,44.0,24.681818181818183,27.24068226813894
455745,FIAT,XXX,Start niet,29.0,28.0,30.3615219063743
455746,FIAT,XXX,Accu,28.0,19.678571428571427,21.77501825253675
456013,LANCIA,Y,Raammechaniek,29.0,25.06896551724138,27.709358457098496
456813,VOLKSWAGEN,PHAETON ,Accu,27.0,26.88888888888889,29.495389637756258
457396,DACIA,SANDERO,Koelprobleem,66.0,26.136363636363637,28.279581513093127
458413,VOLKSWAGEN,JETTA,Koelprobleem,67.0,27.238805970149254,30.132383052425084
458443,PORSCHE,911 CARRERA,Carrosserie,29.0,28.655172413793103,31.486296709603007
458911,TOYOTA,PRIUS,Stuurinrichting,26.0,27.615384615384617,30.130764996467857
458981,SEAT,ALHAMBRA,Versnellingsbak,56.0,22.625,24.200438250715713
460003,AUDI,Q2,Accu,29.0,14.482758620689655,16.38672938722021
460796,FIAT,MAREA,Accu,36.0,18.444444444444443,20.368539779177848
463027,SUBARU,XV,Lekke band - geen reserve,35.0,15.942857142857143,17.43042749286365
463044,VOLKSWAGEN,EOS,Carrosserie,75.0,28.8,31.804860926763368
463129,CHRYSLER,VOYAGER,Verlichting,34.0,22.5,24.601379417084274
463277,VOLKSWAGEN,EOS,Koppeling,36.0,20.666666666666668,22.663414021741914
463365,BMW,4 SERIES COUPÉ,Koelprobleem,391.0,24.0306905370844,26.14579598608627
464270,MINI,MINI COUNTRYMAN,Stottert / verliest vermogen,42.0,28.452380952380953,30.712286557698956
464664,SEAT,EXEO,Stottert / verliest vermogen,51.0,29.764705882352942,32.29816782439286
464726,DACIA,LOGAN,Lekkage,75.0,23.2,25.255069539166694
465852,HYUNDAI,ACCENT,Stottert / verliest vermogen,77.0,27.92207792207792,30.4474348028487
466226,JAGUAR,XJ,Verkeerde brandstof,35.0,55.4,59.01452950318735
468019,VOLVO,V60,Stuurinrichting,87.0,23.93103448275862,25.77707263416706
468296,VOLVO,S60,Geen brandstof,63.0,17.365079365079364,19.596177646009746
468348,MAZDA,DEMIO,Controlelampjes / dashboardmeldingen,37.0,22.62162162162162,24.856949156724518
468387,DACIA,LOGAN,Bijgeluiden,150.0,21.993333333333332,24.035551087566386
469555,MITSUBISHI,PAJERO,Stottert / verliest vermogen,28.0,25.25,27.227635372526155
469913,PEUGEOT,2008,Sloten,28.0,15.392857142857142,17.465431743731735
470435,RENAULT,CAPTUR,Stuurinrichting,27.0,23.296296296296298,26.402534849388758
470451,LEXUS,GS,Afgeslagen tijdens rijden,28.0,29.142857142857142,31.59666856107788
470914,TOYOTA,AVENSIS,Stuurinrichting,54.0,26.74074074074074,29.267608939337922
471327,SKODA,RAPID,Verlichting,38.0,14.157894736842104,15.443771072900843
474609,ALFA,ROMEO GT,Bijgeluiden,65.0,25.8,27.684388992485363
476295,FIAT,COUPÉ,Accu,33.0,18.727272727272727,20.397716836702095
476443,HYUNDAI,IX35,Stottert / verliest vermogen,52.0,26.846153846153847,29.079402195542077
476514,AUDI,Q7,Controlelampjes / dashboardmeldingen,49.0,30.979591836734695,34.43996886585644
476516,HYUNDAI,SANTA FE,Elektronica,32.0,29.59375,32.77934596832164
476701,MITSUBISHI,OUTLANDER,Verkeerde brandstof,83.0,61.48192771084337,64.95518137813
477226,VOLKSWAGEN,TIGUAN,Stuurinrichting,45.0,26.6,29.358532218408914
477356,PEUGEOT,2008,Koppeling,31.0,23.612903225806452,25.949784936341295
478492,RENAULT,ZOE,Controlelampjes / dashboardmeldingen,27.0,27.40740740740741,30.20167810258866
478573,SKODA,SUPERB,Elektronica,31.0,24.258064516129032,27.10937151694519
480155,MITSUBISHI,LANCER,Controlelampjes / dashboardmeldingen,33.0,21.727272727272727,24.10498350083777
480174,MG,ROVER ROVER 45,Afgeslagen tijdens rijden,41.0,27.585365853658537,30.10652085900343
480389,JAGUAR,I-PACE,Elektronica,27.0,38.333333333333336,41.804090289121774
480539,JAGUAR,XJ,Elektronica,50.0,29.28,32.379824879846325
480692,ALFA,ROMEO 4C,Raammechaniek,31.0,26.806451612903224,29.640993733291992
481247,MITSUBISHI,SPACE STAR,Verkeerde brandstof,30.0,53.1,56.08946858384448
481667,SAAB,900ER,Accu,31.0,21.193548387096776,24.172328176248378
482889,SUBARU,LEGACY,Verlichting,50.0,19.58,21.146805211705836
483129,NISSAN,PRIMERA,Koppeling,31.0,26.483870967741936,29.165998192840124
