,matched_merk,matched_handelsbenaming,symptoom,count_sleuteltijd_incident_merk,average_sleuteltijd_incident_merk,suggestie
0,FIAT,PUNTO,Start niet,6893.0,21.512839112142753,23.799228048906667
1,FIAT,PUNTO,Accu,8823.0,19.28119687181231,21.36180005076289
5,OUD,OUD,Accu,22680.0,20.275352733686066,22.56427539260964
7,KIA,PICANTO,Accu,8373.0,16.423862414905052,18.240178451523523
8,FORD,FOCUS C-MAX,Stottert / verliest vermogen,5497.0,26.329634346006912,28.674367395359873
9,FORD,FOCUS C-MAX,Accu,20885.0,19.139478094326073,21.2840721022828
10,FORD,FOCUS C-MAX,Controlelampjes / dashboardmeldingen,2820.0,23.39113475177305,25.56162155260163
11,FORD,FOCUS C-MAX,Sloten,1118.0,17.32021466905188,19.38792604229636
12,FORD,FOCUS C-MAX,Lekke band,9392.0,16.912372231686543,18.37389793440408
13,VOLVO,V40,Controlelampjes / dashboardmeldingen,544.0,23.56985294117647,25.797572697885027
14,VOLVO,V40,Start niet,4431.0,19.637553599638906,21.768581923106893
16,VOLVO,V40,Remmen,389.0,22.55784061696658,24.806989277890814
18,VOLVO,V40,Stottert / verliest vermogen,1246.0,26.136436597110755,28.47343654985559
19,RENAULT,MÉGANE,Stottert / verliest vermogen,5446.0,26.87495409474844,29.233518446334465
20,VOLKSWAGEN,TOURAN,Start niet,2733.0,20.269667032564946,22.556554006198088
22,KIA,PICANTO,Start niet,4691.0,18.373054785759965,20.414327538095282
28,OPEL,ASTRA,Koelprobleem,2785.0,27.68761220825853,30.204627936956253
30,HYUNDAI,I10,Lekke band - geen reserve,1728.0,19.20428240740741,21.085307948351943
33,TOYOTA,AURIS,Verlichting,659.0,18.561456752655538,20.710325781739265
35,TOYOTA,AURIS,Lekke band - geen reserve,4882.0,21.517001229004507,23.567139240869082
39,TOYOTA,AURIS,Start niet,3345.0,17.797907324364722,19.789895326156742
41,TOYOTA,AURIS,Accu,5053.0,16.568573124876313,18.408773331277448
59,VOLKSWAGEN,POLO,Afgeslagen tijdens rijden,5711.0,25.025389599019437,27.555335974562436
60,TOYOTA,AURIS,Anders,290.0,20.579310344827586,22.84447852292708
66,SEAT,IBIZA,Start niet,10251.0,20.518095795532144,22.71974974914982
67,SEAT,IBIZA,Lekke band - geen reserve,5973.0,20.61510128913444,22.59654389771725
68,SEAT,IBIZA,Stottert / verliest vermogen,7303.0,25.538682733123373,27.797305502485422
69,FORD,FOCUS C-MAX,Start niet,20859.0,19.889448199817824,22.06459117363727
70,VOLKSWAGEN,POLO,Accu,23366.0,17.79050757510913,19.795225843620518
71,VOLVO,S80,Controlelampjes / dashboardmeldingen,143.0,23.11888111888112,25.226750392114745
72,VOLVO,S80,Accu,1379.0,18.569253081943437,20.638873702233653
73,VOLVO,S80,Start niet,1396.0,20.65616045845272,22.863965371161623
76,VOLVO,S80,Afgeslagen tijdens rijden,281.0,26.704626334519574,29.37696205022364
79,MITSUBISHI,SPACE STAR,Slaat niet aan,81.0,20.71604938271605,22.893922644511704
80,MITSUBISHI,SPACE STAR,Lekke band,884.0,16.01923076923077,17.421009345111884
81,MITSUBISHI,SPACE STAR,Accu,3215.0,15.791601866251945,17.594101634139278
82,VOLKSWAGEN,POLO,Start niet,16773.0,20.11912001430871,22.31439841463387
85,MERCEDES,GLE,Accu,23077.0,19.42063526454912,21.609197552523902
86,MERCEDES,GLE,Verlichting,1849.0,22.32882639264467,24.690864003428153
88,MERCEDES,GLE,Lekke band,8654.0,19.883406517217473,21.693208326335842
89,RENAULT,MÉGANE,Accu,19794.0,19.29286652520966,21.482317635568524
90,RENAULT,MÉGANE,Carrosserie,1849.0,22.571119524067065,24.91209651422669
91,RENAULT,MÉGANE,Lekke band,7710.0,17.573151750972762,19.115647065668856
92,SEAT,IBIZA,Versnellingsbak,860.0,20.93139534883721,23.00948421835707
94,SEAT,IBIZA,Accu,14899.0,17.71736358144842,19.66886507052882
96,SUZUKI,ALTO,Lekke band,2039.0,16.422265816576754,17.92836759564901
98,SUZUKI,ALTO,Slaat niet aan,85.0,16.741176470588236,18.697916599673626
99,SUZUKI,ALTO,Start niet,2499.0,17.584633853541416,19.56596931267525
100,AUDI,A3,Lekke band - geen reserve,5465.0,21.664226898444646,23.836001078033398
101,FORD,KA,Koppeling,361.0,22.509695290858726,24.631931965726807
102,FORD,KA,Accu,7504.0,20.05023987206823,22.10840113095872
103,FORD,KA,Remmen,339.0,24.56637168141593,26.936469096796017
104,FORD,KA,Start niet,6155.0,21.384402924451667,23.576635434552273
105,FORD,KA,Carrosserie,568.0,21.031690140845072,23.29992690077684
107,FORD,KA,Verlichting,878.0,19.233485193621867,21.126934125922304
108,VOLVO,XC60,Accu,1248.0,18.701923076923077,20.704502627547434
109,VOLVO,XC60,Stottert / verliest vermogen,486.0,28.41769547325103,30.997316110239172
126,TOYOTA,AURIS,Slaat niet aan,33.0,24.424242424242426,27.91013526017935
132,SEAT,ALTEA,Lekke band - geen reserve,642.0,20.845794392523363,22.964231401723556
134,VOLKSWAGEN,CADDY,Anders,389.0,22.259640102827763,24.54288389987811
136,VOLKSWAGEN,CADDY,Accu,1108.0,16.13537906137184,18.078156456475746
137,VOLKSWAGEN,CADDY,Lekkage,103.0,26.009708737864077,28.36288198455776
138,VOLKSWAGEN,CADDY,Stottert / verliest vermogen,423.0,23.56737588652482,25.834253695429435
139,VOLKSWAGEN,CADDY,Lekke band - geen reserve,408.0,21.191176470588236,23.249204130957622
140,VOLKSWAGEN,CADDY,Controlelampjes / dashboardmeldingen,162.0,21.512345679012345,23.601084628779894
141,PEUGEOT,207,Anders,1336.0,24.110778443113773,26.522364259159538
142,PEUGEOT,207,Start niet,4604.0,23.18071242397915,25.56420884629282
143,PEUGEOT,207,Verlichting,965.0,18.05077720207254,19.901921156489312
144,PEUGEOT,207,Versnellingsbak,362.0,21.748618784530386,23.85490327163394
146,VOLKSWAGEN,GOLF,Accu,26207.0,18.00393024764376,20.05970187716306
148,VOLKSWAGEN,GOLF,Geen brandstof,301.0,14.634551495016611,16.51731145046337
149,VOLKSWAGEN,GOLF,Verkeerde brandstof,1106.0,49.723327305605785,52.959908389367456
150,VOLKSWAGEN,GOLF,Anders,4027.0,23.076483734790166,25.408834672386135
152,VOLKSWAGEN,GOLF,Controlelampjes / dashboardmeldingen,4741.0,22.83906348871546,25.005437923200116
154,VOLKSWAGEN,GOLF,Koelprobleem,2799.0,26.46480886030725,28.985422686537923
156,VOLKSWAGEN,GOLF,Start niet,20028.0,21.046434991012582,23.35347933497823
158,VOLKSWAGEN,GOLF,Stottert / verliest vermogen,9405.0,25.27177033492823,27.515000982830784
159,PEUGEOT,5008,Start niet,753.0,21.54448871181939,23.985801766379097
160,FORD,TRANSIT,Anders,120.0,23.766666666666666,26.185479487491143
161,BMW,5 SERIES,Start niet,45143.0,26.93844006822763,29.79001220953736
269,RENAULT,MÉGANE,Lekke band - geen reserve,5381.0,20.83237316483925,22.81665376979806
270,FORD,MONDEO,Bijgeluiden,527.0,22.84819734345351,25.149642068752986
271,VOLVO,S40 / V40,Controlelampjes / dashboardmeldingen,196.0,21.9234693877551,23.988336268568197
272,CHEVROLET,SPARK,Accu,3209.0,16.76410096603303,18.618830089511388
275,VOLVO,V40,Koppeling,762.0,19.898950131233597,21.92159052287013
276,VOLVO,V40,Koelprobleem,684.0,24.558479532163744,26.79799875883912
278,TOYOTA,AYGO,Start niet,5875.0,20.044255319148935,22.18238365951134
280,RENAULT,TWINGO,Start niet,7726.0,21.37289671239969,23.63350451229903
281,TOYOTA,YARIS,Sloten,375.0,15.893333333333333,18.01592570958505
282,PEUGEOT,3008,Lekke band - geen reserve,1247.0,20.937449879711306,22.878786610471362
283,OPEL,ZAFIRA,Anders,1143.0,24.121609798775154,26.542518459535167
285,OPEL,ZAFIRA,Start niet,7285.0,20.37295813315031,22.58706340813515
286,OPEL,ZAFIRA,Controlelampjes / dashboardmeldingen,1097.0,24.71285323609845,27.073397476842498
287,SAAB,9-3,Afgeslagen tijdens rijden,1403.0,26.084818246614397,28.68558289319307
288,SAAB,9-3,Accu,5512.0,20.395319303338173,22.587840986374697
289,SAAB,9-3,Koelprobleem,513.0,28.42105263157895,31.044621320306895
292,OPEL,CORSA,Lekke band,9006.0,16.097490561847657,17.479440277481654
293,SAAB,9-5,Accu,1745.0,19.204584527220632,21.365229867921926
294,SAAB,9-5,Start niet,1718.0,23.29627473806752,25.7538281299956
295,SKODA,YETI,Start niet,456.0,19.92763157894737,22.185700756314272
297,SAAB,9-3,Start niet,4912.0,22.655537459283387,25.11427125571386
298,SAAB,9-3,Stuurinrichting,317.0,26.86435331230284,29.52146477682667
301,SKODA,OCTAVIA,Stottert / verliest vermogen,1306.0,25.527565084226648,27.770267839666626
302,MERCEDES,GLE,Start niet,22135.0,23.53706799186808,26.067010262105743
303,FORD,B-MAX,Anders,57.0,23.36842105263158,25.81970869185827
304,FORD,B-MAX,Verlichting,40.0,24.175,26.334029562985684
306,SKODA,FELICIA,Accu,74.0,20.18918918918919,22.376701710970668
308,RENAULT,MÉGANE,Start niet,18833.0,21.7689693622896,24.152456469236874
310,RENAULT,MÉGANE,Afgeslagen tijdens rijden,4406.0,23.20562868815252,25.59572427746203
311,RENAULT,MÉGANE,Elektronica,1487.0,25.22528581035642,27.92416267762671
314,VOLKSWAGEN,GOLF,Elektronica,1172.0,24.852389078498295,27.376504691556747
317,VOLKSWAGEN,GOLF,Afgeslagen tijdens rijden,6100.0,25.299180327868854,27.811473514034134
319,FORD,FIESTA,Start niet,13286.0,19.701189221737167,21.767370642273413
320,MINI,MINI,Accu,2656.0,20.42507530120482,22.633401398595048
321,MINI,MINI,Slaat niet aan,56.0,23.107142857142858,25.55835975609617
324,RENAULT,TWINGO,Lekke band,2808.0,16.490384615384617,17.996479483671934
325,RENAULT,CLIO,Start niet,12873.0,21.105880525130118,23.372512914906164
326,RENAULT,CLIO,Bijgeluiden,991.0,22.96367305751766,25.237220007220174
327,PEUGEOT,206,Accu,12709.0,18.74018412148871,20.74480523817763
329,PEUGEOT,206,Start niet,9625.0,20.939740259740258,23.19733397561358
330,CITROEN,XSARA,Anders,778.0,21.311053984575835,23.54933572784044
331,CITROEN,XSARA,Start niet,3271.0,20.173952919596452,22.460479100925728
332,SEAT,LEON,Accu,2762.0,18.74511223750905,20.86302343417392
333,OPEL,AGILA,Start niet,6738.0,18.21608785989908,20.173775042949774
334,OPEL,AGILA,Accu,10519.0,17.247742180815667,19.10213774515322
335,FIAT,PANDA,Accu,7170.0,20.669316596931658,22.734429142687016
336,FIAT,PANDA,Bijgeluiden,542.0,22.433579335793358,24.55735981624206
337,FIAT,PANDA,Remmen,604.0,25.18046357615894,27.312375771137187
338,NISSAN,ALMERA,Stottert / verliest vermogen,496.0,23.592741935483872,25.905431572631766
339,NISSAN,ALMERA,Slaat niet aan,64.0,19.96875,22.090065082341948
340,FORD,FIESTA,Controlelampjes / dashboardmeldingen,1460.0,22.367123287671234,24.548617121787426
341,FORD,FIESTA,Stottert / verliest vermogen,2795.0,25.422540250447227,27.745959391052953
343,VOLKSWAGEN,POLO,Sloten,1461.0,17.420944558521562,19.467719114247412
346,OUD,OUD,Start niet,25688.0,25.19818592338835,27.834310893199547
348,OUD,OUD,Lekke band,4529.0,20.32325016559947,22.211992335170294
354,OUD,OUD,Lekkage,4500.0,29.098444444444443,31.745126063990583
356,TOYOTA,YARIS,Accu,17421.0,17.986797543194996,19.940770675888608
360,OPEL,CORSA,Start niet,18371.0,20.239072451145827,22.478197502149573
362,TOYOTA,COROLLA,Start niet,4367.0,18.89100068697046,21.015530362892832
363,TOYOTA,COROLLA,Lekke band,2496.0,17.916266025641026,19.51802904992588
364,TOYOTA,COROLLA,Accu,7651.0,17.168736112926414,19.099977074586747
367,OPEL,CORSA,Stottert / verliest vermogen,7163.0,24.998464330587744,27.258264950971636
368,CITROEN,C4,Accu,4518.0,20.822709163346612,23.236943218677606
369,CITROEN,C4,Lekkage,420.0,27.442857142857143,29.96733948203178
370,CITROEN,C4,Start niet,5021.0,22.484763991236804,24.989374158835233
371,DAIHATSU,SIRION,Koppeling,54.0,21.462962962962962,23.3844997071132
372,BMW,3 SERIES,Anders,180725.0,26.167065984230184,28.648736587153063
542,BMW,3 SERIES,Stottert / verliest vermogen,350989.0,28.21686434617609,30.814416898462824
714,MAZDA,PREMACY,Anders,62.0,22.951612903225808,24.955519881658837
715,LEXUS,IS,Stottert / verliest vermogen,64.0,26.3125,28.70681991537114
716,LEXUS,IS,Lekke band,139.0,17.676258992805757,19.069669240224034
718,CITROEN,C1,Accu,8503.0,17.93508173585793,19.849856518812235
719,CITROEN,C1,Afgeslagen tijdens rijden,909.0,22.03740374037404,24.41114184384146
720,CITROEN,C1,Controlelampjes / dashboardmeldingen,709.0,22.51057827926657,24.55935714248948
721,OPEL,VECTRA,Accu,2145.0,18.61911421911422,20.690367227283257
723,OPEL,VECTRA,Anders,374.0,22.852941176470587,25.155751858386274
726,OPEL,VECTRA,Afgeslagen tijdens rijden,672.0,24.563988095238095,27.0535604139569
727,SAAB,9-5,Anders,308.0,26.01948051948052,28.625272970942703
728,SAAB,9-5,Lekkage,375.0,30.981333333333332,33.56192448560584
729,FIAT,SEICENTO,Afgeslagen tijdens rijden,313.0,25.11182108626198,27.73914267312871
730,FIAT,SEICENTO,Verlichting,63.0,20.53968253968254,22.339244058215925
733,AUDI,A3,Accu,4324.0,18.45767807585569,20.565079594577195
734,AUDI,A3,Start niet,3686.0,21.342105263157894,23.641504106099287
735,DAIHATSU,SIRION,Start niet,1704.0,16.494718309859156,18.379144536132095
736,VOLKSWAGEN,FOX,Accu,3361.0,18.421303183576317,20.524533216549074
737,VOLKSWAGEN,FOX,Sleutel in voertuig,256.0,13.03515625,14.334115684013716
740,VOLKSWAGEN,FOX,Bijgeluiden,301.0,21.906976744186046,23.922852397881677
741,VOLKSWAGEN,FOX,Stottert / verliest vermogen,1784.0,24.5140134529148,26.671145270081013
742,VOLKSWAGEN,FOX,Lekke band,1026.0,17.649122807017545,19.105023465226246
743,VOLKSWAGEN,FOX,Sloten,192.0,18.213541666666668,20.54007371024648
744,VOLKSWAGEN,SCIROCCO,Lekke band,82.0,19.548780487804876,21.407715732481904
745,OPEL,ADAM,Start niet,285.0,17.842105263157894,19.78689573268113
748,OPEL,CORSA,Controlelampjes / dashboardmeldingen,3400.0,23.07,25.233908001186578
751,OPEL,CORSA,Accu,17474.0,19.08172141467323,21.276930884608063
756,CHEVROLET,KALOS,Elektronica,37.0,14.702702702702704,16.30694117658403
757,CHEVROLET,KALOS,Afgeslagen tijdens rijden,260.0,23.657692307692308,25.964683552925717
758,CHEVROLET,KALOS,Start niet,672.0,18.30654761904762,20.179231146586517
759,PEUGEOT,107,Sleutel in voertuig,2520.0,10.781746031746032,11.911263402452482
760,PEUGEOT,107,Accu,9672.0,17.916666666666668,19.812213225933867
761,VOLKSWAGEN,POLO,Sleutel in voertuig,2498.0,16.87189751801441,18.95760105782035
762,VOLKSWAGEN,POLO,Verkeerde brandstof,2851.0,41.31006664328306,44.04423336098027
766,VOLVO,XC70,Accu,1247.0,18.88372093023256,20.973187200208383
767,VOLVO,XC70,Lekke band,679.0,19.969072164948454,21.7888232284281
770,FORD,FOCUS C-MAX,Anders,2955.0,22.918781725888326,25.14108332129517
772,FORD,FUSION,Accu,2591.0,19.8081821690467,21.920481369903502
774,HYUNDAI,IX35,Start niet,997.0,20.62186559679037,22.817475486107927
775,SKODA,FABIA,Accu,6500.0,18.239846153846155,20.244266921862298
776,RENAULT,CLIO,Accu,12558.0,19.96559961777353,22.15975901956544
781,RENAULT,CLIO,Lekke band - geen reserve,5028.0,19.972951471758154,21.86225012984156
782,FORD,FIESTA,Accu,13258.0,18.866797405340172,20.86213853551317
783,FORD,FIESTA,Lekke band,8199.0,16.525551896572754,17.975149468819016
784,VOLVO,V50,Accu,3798.0,20.34439178515008,22.59644843742771
785,SKODA,RAPID,Stottert / verliest vermogen,67.0,29.119402985074625,31.60035620933134
789,HYUNDAI,I30,Accu,1835.0,17.677384196185287,19.655272840238148
790,HYUNDAI,I30,Start niet,840.0,20.21309523809524,22.48553315516211
794,HONDA,JAZZ,Accu,4352.0,16.284007352941178,18.113303771304377
798,HONDA,JAZZ,Start niet,2320.0,16.53405172413793,18.372376241248944
800,HONDA,JAZZ,Lekke band - geen reserve,996.0,20.318273092369477,22.22066313030884
802,CHEVROLET,MATIZ,Sleutel in voertuig,990.0,10.513131313131312,11.65209999369246
803,CHEVROLET,MATIZ,Lekke band,852.0,16.212441314553992,17.68073622114533
804,OPEL,MOKKA,Start niet,1158.0,18.22020725388601,20.238789695657257
805,OPEL,MOKKA,Lekkage,167.0,22.820359281437124,24.801275374906833
806,BMW,3 SERIES,Start niet,694267.0,23.24033981162867,25.827468935297325
891,CITROEN,C4,Anders,1374.0,24.13901018922853,26.43986821084221
892,FIAT,500,Start niet,5154.0,21.155607295304616,23.41703587071867
893,OPEL,CORSA,Verkeerde brandstof,747.0,50.58366800535475,53.47287998565571
895,SAAB,9-3,Stottert / verliest vermogen,917.0,26.874591057797165,29.41128530235081
898,BMW,3 SERIES,Controlelampjes / dashboardmeldingen,166773.0,24.076499193514536,26.331988384985088
983,MINI,MINI ONE,Lekke band - geen reserve,621.0,21.423510466988727,23.4577779410805
984,VOLKSWAGEN,POLO,Lekke band - geen reserve,8378.0,19.45571735497732,21.343201391755283
985,VOLKSWAGEN,POLO,Controlelampjes / dashboardmeldingen,4783.0,22.014217018607567,24.15986604743456
986,VOLKSWAGEN,POLO,Raammechaniek,1625.0,29.406769230769232,32.49559760564586
994,VOLKSWAGEN,GOLF,Carrosserie,2465.0,20.64868154158215,22.825141582938862
996,VOLKSWAGEN,TIGUAN,Sloten,210.0,20.928571428571427,23.195088045205672
997,VOLKSWAGEN,TIGUAN,Accu,1444.0,18.03601108033241,20.0416973605451
999,VOLKSWAGEN,TIGUAN,Stottert / verliest vermogen,493.0,28.740365111561864,31.15704463978162
1003,FORD,FIESTA,Uitlaat,29.0,14.96551724137931,16.626430545837465
1004,FORD,FIESTA,Verlichting,1280.0,19.209375,21.032303090920678
1005,AUDI,TT,Accu,1299.0,21.045419553502693,23.396302449241702
1006,AUDI,TT,Start niet,764.0,24.880890052356023,27.533533735367353
1008,AUDI,TT,Lekke band - geen reserve,278.0,21.467625899280577,23.786047802995846
1010,VOLKSWAGEN,POLO,Carrosserie,1695.0,19.270796460176992,21.365884865177676
1011,CITROEN,C3,Accu,6239.0,20.570123417214297,22.72596593395231
1014,CITROEN,C3,Start niet,5653.0,22.375199009375553,24.740714939705455
1016,BMW,X5,Accu,4931.0,18.229770837558306,20.35552568818769
1017,BMW,X5,Lekke band,1169.0,20.72027373823781,22.645495975460342
1019,BMW,X5,Start niet,4182.0,24.085126733620278,26.72750771723789
1020,BMW,X5,Koelprobleem,1205.0,26.759336099585063,29.22784619336589
1023,CITROEN,C4,Verkeerde brandstof,107.0,50.51401869158879,53.53639031108114
1025,CITROEN,C4,Verlichting,804.0,18.963930348258707,20.985019029569806
1026,CITROEN,C4,Versnellingsbak,631.0,25.380348652931854,27.908989707525187
1027,CHEVROLET,AVEO,Start niet,938.0,19.044776119402986,21.192746218348226
1028,VOLVO,V90,Afgeslagen tijdens rijden,3284.0,26.33495736906212,28.94760088167674
1029,VOLVO,V90,Controlelampjes / dashboardmeldingen,1474.0,23.759837177747624,26.006548903771048
1030,VOLVO,V90,Start niet,11253.0,21.1365857993424,23.45533078297272
1032,VOLVO,V90,Carrosserie,1156.0,22.257785467128027,24.692522632324085
1034,OUD,OUD,Stottert / verliest vermogen,5218.0,28.131084706784208,30.803101488807183
1039,VOLKSWAGEN,POLO,Lekke band,9311.0,17.08645687896037,18.599770034859496
1042,CITROEN,C1,Lekke band - geen reserve,2050.0,17.787317073170733,19.37842731789842
1043,KIA,VENGA,Lekke band,364.0,17.434065934065934,19.02715698807013
1044,KIA,VENGA,Start niet,504.0,18.86904761904762,21.01728677764551
1045,AUDI,A3,Bijgeluiden,625.0,22.128,24.32518263657383
1047,AUDI,A3,Controlelampjes / dashboardmeldingen,915.0,23.84808743169399,26.250342342820932
1049,AUDI,A3,Carrosserie,506.0,22.158102766798418,24.533052652677103
1052,AUDI,A3,Lekke band,2475.0,18.65131313131313,20.379882905759118
1056,VOLKSWAGEN,FOX,Ruitenwisser / motor,302.0,17.68211920529801,19.55983285840594
1058,VOLVO,V40,Lekke band - geen reserve,7176.0,21.22979375696767,23.205520909381427
1059,VOLVO,V40,Carrosserie,760.0,19.13421052631579,21.132586674352236
1062,VOLKSWAGEN,TRANSPORTER T2,Accu,742.0,16.795148247978435,18.74227991708893
1574,CITROEN,C1,Lekke band,3130.0,15.843130990415336,17.217469436645516
1575,SUZUKI,ALTO,Anders,443.0,21.358916478555305,23.709322468467732
1576,AUDI,S6,Lekke band - geen reserve,37.0,17.7027027027027,19.486611635658946
1577,TOYOTA,COROLLA,Afgeslagen tijdens rijden,752.0,23.0093085106383,25.343190549513498
1578,TOYOTA,COROLLA,Versnellingsbak,905.0,21.05414364640884,23.06917779449501
1579,TOYOTA,COROLLA,Lekke band - geen reserve,976.0,19.337090163934427,21.242758413390803
1580,TOYOTA,COROLLA,Koppeling,450.0,21.09777777777778,23.32756109242733
1581,TOYOTA,COROLLA,Sleutel in voertuig,515.0,12.401941747572815,13.773299999765637
1582,TOYOTA,COROLLA,Sloten,211.0,19.03791469194313,21.452462047093583
1584,DAIHATSU,CUORE,Sleutel in voertuig,1164.0,11.563573883161512,12.785163015462235
1589,MERCEDES,GLE,Lekke band - geen reserve,18401.0,22.93337318623988,25.11477091201291
1591,OPEL,ZAFIRA,Accu,6504.0,18.55611931119311,20.61579077045349
1593,OPEL,ZAFIRA,Stottert / verliest vermogen,3047.0,27.541516245487365,29.897268848120955
1594,OPEL,ZAFIRA,Afgeslagen tijdens rijden,1834.0,24.56979280261723,26.929316371308648
1600,RENAULT,CAPTUR,Accu,1687.0,16.976882039122703,18.85669649293898
1601,OPEL,MERIVA,Slaat niet aan,191.0,22.67539267015707,25.517900988688496
1604,MITSUBISHI,SPACE STAR,Start niet,2373.0,18.675937631689845,20.791378178266687
1607,MINI,MINI,Koelprobleem,722.0,29.3808864265928,31.82818128042117
1608,MINI,MINI,Lekkage,368.0,29.067934782608695,31.61387202093261
1610,AUDI,A4 CONVERTIBLE,Accu,116.0,18.53448275862069,20.830101263041904
1613,AUDI,A4 CONVERTIBLE,Lekke band - geen reserve,44.0,20.727272727272727,23.313917153337542
1614,FORD,B-MAX,Accu,636.0,18.2751572327044,20.300525506165716
1617,FORD,B-MAX,Sloten,60.0,18.65,21.44327923743851
1618,OPEL,CORSA,Anders,2748.0,22.811499272197963,25.14847380225561
1620,KIA,PICANTO,Sleutel in voertuig,3024.0,11.345238095238095,12.526949032836898
1623,RENAULT,MÉGANE,Anders,3700.0,23.681351351351353,26.00469542748962
1628,NISSAN,MICRA,Accu,6729.0,18.683013820775745,20.69317286394466
1629,AUDI,Q7,Anders,51.0,30.901960784313726,33.81802481169116
1631,PEUGEOT,208,Accu,1406.0,21.799431009957324,23.985711816476112
1633,OUD,OUD,Slaat niet aan,1253.0,27.520351157222667,30.30009969903175
1635,OUD,OUD,Afgeslagen tijdens rijden,12897.0,27.547569202140032,30.277813333594345
1636,VOLKSWAGEN,TOURAN,Accu,3379.0,18.111275525303345,20.19429517787946
1640,VOLKSWAGEN,TOURAN,Lekke band - geen reserve,3033.0,21.4523574019123,23.547257976926833
1644,FORD,FOCUS C-MAX,Lekke band - geen reserve,6317.0,19.260566724711097,21.07003665535823
1648,SKODA,FABIA,Stottert / verliest vermogen,2582.0,25.297443841982957,27.466813861290518
1649,SKODA,FABIA,Anders,1270.0,22.26456692913386,24.48622493209568
1650,VOLKSWAGEN,TIGUAN,Afgeslagen tijdens rijden,220.0,28.668181818181818,31.201482847148252
1651,VOLVO,S60,Accu,2220.0,18.558108108108108,20.63135600596643
1652,VOLVO,S60,Start niet,1949.0,20.25910723447922,22.520235134649454
1654,MERCEDES,GLE,Remmen,1037.0,27.922854387656702,30.515214178211465
1655,LAND,ROVER RANGE ROVER,Start niet,433.0,25.05311778290993,27.774175503599174
1656,VOLKSWAGEN,TIGUAN,Start niet,1314.0,20.770167427701676,23.046914731333214
1657,OPEL,INSIGNIA,Lekkage,369.0,28.975609756097562,31.249649544485806
1658,OPEL,INSIGNIA,Carrosserie,131.0,22.916030534351144,25.108213706016482
1662,FORD,FIESTA,Lekke band - geen reserve,6906.0,18.60469157254561,20.37858333598315
1663,SUBARU,LEGACY,Carrosserie,64.0,25.515625,27.77994328080456
1665,TOYOTA,COROLLA,Anders,564.0,22.072695035460992,24.18782720229573
1669,OPEL,CORSA,Elektronica,703.0,22.48790896159317,24.813668054838484
1672,OPEL,CORSA,Verlichting,3182.0,21.39409176618479,23.423635480831685
1676,SKODA,FABIA,Remmen,446.0,17.968609865470853,20.00392455119018
1677,BMW,X3,Lekke band - geen reserve,291.0,21.676975945017183,23.739955715024895
1678,SUZUKI,ALTO,Accu,5449.0,16.110111947146265,17.9261882072493
1679,MAZDA,MAZDA 5,Accu,1522.0,16.06373193166886,17.859843848502095
1680,VOLVO,V50,Anders,659.0,23.490136570561457,25.840254731101616
1682,VOLVO,V50,Lekke band,2021.0,18.013854527461653,19.650330194780476
1683,DAIHATSU,CUORE,Accu,3400.0,16.726764705882353,18.59720384446136
1684,DAIHATSU,CUORE,Bijgeluiden,400.0,21.5975,23.627845874549642
1688,VOLVO,XC90,Start niet,3405.0,28.126872246696035,31.195632421985664
1690,VOLVO,XC90,Lekke band - geen reserve,2804.0,20.686162624821684,22.421418645413507
1692,PEUGEOT,308,Sleutel in voertuig,97.0,13.391752577319588,14.79262675211483
1693,HYUNDAI,IX20,Start niet,487.0,20.20328542094456,22.408948111562424
1694,HYUNDAI,IX20,Lekke band,330.0,17.451515151515153,19.12605069520955
1695,HYUNDAI,IX20,Accu,918.0,19.119825708061,21.311243097783642
1697,FIAT,PANDA OLD,Lekke band - geen reserve,963.0,19.670820353063345,21.53637964231505
1699,OUD,OUD,Sleutel in voertuig,2234.0,15.640555058191584,17.44528006382357
1701,BMW,3 SERIES,Koelprobleem,264437.0,27.325241929079517,29.910109822980544
1786,SEAT,IBIZA,Koelprobleem,1655.0,26.125679758308156,28.633392988753258
1788,SEAT,IBIZA,Stuurinrichting,706.0,25.039660056657222,27.455610309234476
1790,SEAT,IBIZA,Afgeslagen tijdens rijden,3588.0,25.63377926421405,28.158489190715795
1791,SEAT,IBIZA,Controlelampjes / dashboardmeldingen,2960.0,23.256756756756758,25.493738128412318
1795,TOYOTA,YARIS,Bijgeluiden,974.0,20.38501026694045,22.46449800325948
1797,VOLKSWAGEN,POLO,Lekkage,2754.0,25.270878721859113,27.61326972359904
1798,VOLKSWAGEN,FOX,Lekke band - geen reserve,535.0,19.338317757009346,21.20094281297966
1799,VOLKSWAGEN,FOX,Start niet,1994.0,19.72617853560682,21.789042315906244
1800,VOLKSWAGEN,FOX,Verlichting,300.0,20.893333333333334,23.21214054602526
1803,KIA,CARENS,Remmen,58.0,25.913793103448278,28.51964953647491
1815,MERCEDES,GLE,Raammechaniek,485.0,23.527835051546393,25.857368164641457
1817,PEUGEOT,206,Anders,2449.0,22.04369130257248,24.239154382305923
1818,FIAT,PANDA,Ruitenwisser / motor,199.0,23.623115577889447,26.105204454135478
1819,FIAT,PANDA,Elektronica,140.0,23.678571428571427,25.91954381125229
1822,CITROEN,C3,Elektronica,361.0,23.346260387811633,25.820120194009274
1824,PEUGEOT,307,Accu,9218.0,18.40236493816446,20.431765289244144
